samples	chr10:5799876	chr10:5801465	chr10:5801555	chr10:5801595	chr10:5801775	chr10:5801855	enhancer_sum	ENSG00000196372.11
TCGA-A8-A099_tumor	0	0.121795761	0.121795761	0.121795761	0.527781223	0.612560816	1.505729322	4.77130384
TCGA-A8-A09A_tumor	0.177261008	0.434289469	0.31574617	0.354522015	0.194987108	0.58939285	2.06619862	4.081552394
TCGA-A8-A09B_tumor	0.545773526	0.496456641	0.175348486	0.263023386	0.552349111	0.486593264	2.519544414	4.077687979
TCGA-A8-A09C_tumor	0.701842505	1.044824362	0.857454644	1.686327467	0.851103128	1.270303176	6.411855282	5.574693352
TCGA-A8-A09D_tumor	0.151696226	0.580238065	0.386825377	0.341316509	0.413372217	0.326146886	2.19959528	3.801223653
TCGA-A8-A09E_tumor	0.690069785	0.390341947	0.899181842	0.740256679	0.970279941	0.920093047	4.610223241	5.91838798
TCGA-A8-A09G_tumor	0.382019156	0.11090893	0.221817861	0.313317728	0.490772017	0.975998587	2.494834279	2.093954802
TCGA-A8-A09I_tumor	0.759914875	0.631667277	0.798197741	0.710147151	0.937930199	1.037465649	4.875322892	4.782706006
TCGA-A8-A09K_tumor	0.170659943	1.502639984	0.570253955	0.811675338	0.451296483	0.665990021	4.172515724	6.642201674
TCGA-A8-A09M_tumor	0.400233993	0.455037729	0.412505864	0.555986164	1.284148688	0.552399156	3.660311594	5.289348401
TCGA-A8-A09N_tumor	0.308813046	0.286435289	0.456506242	0.371470766	0.433117011	0.554968373	2.411310727	4.588385571
TCGA-A8-A09Q_tumor	0.505485506	0.776381054	0.444045279	1.161778843	0.773588316	0.712148089	4.373427087	6.056924907
TCGA-A8-A09R_tumor	0.127921456	0.116292232	0.116292232	0.154087208	0.238399076	0.354691309	1.107683513	3.512235707
TCGA-A8-A09T_tumor	0	0	0	0	0	0	0	5.145116937
TCGA-A8-A09V_tumor	0.333983652	0.818636621	0.559987627	0.961772472	0.544920696	0.457030261	3.676331329	5.157451359
TCGA-A8-A09W_tumor	0	0.169075338	0.169075338	0.169075338	0	0	0.507226014	3.251694922
TCGA-A8-A09X_tumor	0.304983389	0.871381112	0.678951117	1.637470341	0.290460371	0.405899488	4.189145818	2.858693374
TCGA-A8-A09Z_tumor	0	0.552550741	0.552550741	0.190124511	0.311113873	0.196066392	1.802406258	4.822696447
TCGA-A8-A0A1_tumor	0.602045082	0.239274791	0.612079167	0.83282903	0.825662687	0	3.111890757	4.938881601
TCGA-A8-A0A2_tumor	0.878921115	0.758835963	1.29283164	1.584102009	1.604542035	1.144641452	7.263874214	6.027775505
TCGA-A8-A0A4_tumor	0	0.154663534	0.189462829	0.599321194	0.549055546	1.318506627	2.81100973	5.576712878
TCGA-A8-A0A6_tumor	0.386280073	0.193140037	0.228718363	0.975357185	0.502164095	0.386280073	2.671939826	3.610856062
TCGA-A8-A0A7_tumor	0	0.246028903	0.333896895	0.17815937	0.319837574	0	1.077922742	3.351886329
TCGA-A8-A0A9_tumor	0.58160277	0.381242007	0.403504314	0.539860945	0.253233742	0.317237875	2.476681653	5.309184127
TCGA-A8-A0AB_tumor	0.882373289	1.286899726	0.943052255	1.800142642	1.198409568	1.352635272	7.463512752	5.993844512
TCGA-A8-A0AD_tumor	0.177110843	0.819137648	0.548471545	0.478199276	1.142364937	0.531332529	3.696616778	4.996408453
TCGA-AC-A23C_tumor	0.339068241	0.783925774	0.358056063	1.174532388	1.348135328	0.653723569	4.657441363	4.472087907
TCGA-AC-A23E_tumor	0	0.175466528	0.106095793	0.111400583	0.331549354	0.214843981	0.939356239	4.54381137
TCGA-AC-A23G_tumor	0	0	0.270361219	0.410548918	0.540722438	0	1.221632575	4.585384236
TCGA-AC-A23H_tumor	0.290548035	0.477534394	0.115068529	0.152465801	0.745068724	0.115068529	1.895754012	2.181892475
TCGA-AC-A2B8_tumor	0.4457194	0.217961685	0.440821385	0.281635885	0.678375131	0.404086269	2.468599755	4.637890792
TCGA-AC-A2BK_tumor	0.456391476	0.382584975	0.137868459	0.137868459	0.181735446	0.279566904	1.576015719	4.063254223
TCGA-AC-A2BM_tumor	0.150260107	0.537179881	0.668657475	0.634848951	0.634848951	0.94288217	3.568677535	5.237257647
TCGA-AC-A2FB_tumor	0	0.394183429	0.132363212	0.119449524	0.202145624	0.220981619	1.069123408	5.451582953
TCGA-AC-A2FE_tumor	0.207169467	0.244575209	0.36578359	0.634456493	0.689485883	0.275146949	2.416617591	5.435161639
TCGA-AC-A2FF_tumor	0.407535373	0.602693157	0.264037002	0.447714916	0.209507621	0.198027752	2.129515821	5.292495072
TCGA-AC-A2FG_tumor	0	0.234294348	0.174474514	0.346456535	0.381351438	0.353934014	1.490510849	5.584510137
TCGA-AC-A2FK_tumor	0.172316627	0.482486557	0.684958594	0.305862013	0.456639062	0.94774145	3.050004303	4.14722634
TCGA-AC-A2FM_tumor	0.425524749	0.418548934	0.139516311	0.268568899	0.589456415	0.230013566	2.071628874	6.049126888
TCGA-AC-A2FO_tumor	0.465374597	0.640843707	0.278461849	0.644658253	0.411970954	0.625585523	3.066894883	5.579815252
TCGA-AC-A2QH_tumor	0.10127196	0.339143307	0.186057787	0.303030825	0.182917571	0.208039297	1.320460747	1.949837512
TCGA-AC-A2QI_tumor	0	0.268174716	0.366975927	0.617507569	0.352861468	0.564578349	2.170098029	4.268695147
TCGA-AC-A2QJ_tumor	0	0	0	0	0	0	0	3.689012567
TCGA-AC-A3BB_tumor	0.140178852	0.140178852	0.140178852	0	0	0.191153489	0.611690045	4.690231127
TCGA-AC-A3EH_tumor	0.144076724	0.256136718	0	0.320170177	0.288153447	0.144076724	1.15261379	6.018470418
TCGA-AC-A3HN_tumor	0	0.198991536	0.173407225	0.562720199	0.278730566	0.475945589	1.689795115	4.346927596
TCGA-AC-A3OD_tumor	1.191411545	1.436920145	1.445258173	1.670384927	1.722265989	1.588857543	9.055098322	5.042842995
TCGA-AC-A3QP_tumor	0	0	0.166239995	0.221837346	0	0	0.388077341	4.685743779
TCGA-AC-A3QQ_tumor	0	3.717616321	1.96275467	0.837686572	2.323510201	1.553083134	10.3946509	3.169755146
TCGA-AC-A3TM_tumor	0	0	0.151168378	0.151168378	0	0	0.302336756	5.581489645
TCGA-AC-A3TN_tumor	0	0	0	0.140777806	0.140777806	0.140777806	0.422333418	6.134758455
TCGA-AC-A3W5_tumor	0.464179881	0	0.154726627	0.154726627	0.309453254	0.154726627	1.237813016	3.371086233
TCGA-AC-A3W6_tumor	0.179163887	0.159256788	0.334439255	0.386197711	0	0.242866602	1.301924243	4.566417432
TCGA-AC-A3W7_tumor	0	0.254007799	0.46422115	0.331916371	0.46714078	0.271525579	1.788811679	5.25344403
TCGA-AC-A3YI_tumor	0.206357236	0.341086	0.398644661	0.586242148	0.712870452	0.99895662	3.244157117	3.994491004
TCGA-AC-A3YJ_tumor	0	0	0.18833062	0.18833062	0.271196093	0.18833062	0.836187953	5.05478653
TCGA-AC-A4ZE_tumor	0.250278986	0.250278986	0.411417511	0.349704885	1.055971612	0.730266082	3.047918062	5.598430369
TCGA-AC-A5EH_tumor	0.161794171	0.319543487	0.372126592	0.421515881	0.161794171	0.469203094	1.905977396	4.132346186
TCGA-AC-A5XS_tumor	0	0	0	0	0	0	0	3.939436025
TCGA-AC-A5XU_tumor	0.334303892	0.367903773	0.250481693	0.624401713	0	0	1.577091071	4.572572728
TCGA-AC-A62V_tumor	0	0.299042445	0.299042445	0	0.429873515	0	1.027958405	5.804960051
TCGA-AC-A62X_tumor	0	0.169334151	0.242711718	0	0.508002453	0	0.920048322	3.032936796
TCGA-AC-A62Y_tumor	0.219022599	0.167488165	0.569459762	0	0.318227514	0.276355473	1.550553513	3.937399541
TCGA-AC-A6IV_tumor	0.801390746	1.923337791	1.98257102	2.512185773	3.707303277	2.365844855	13.29263346	5.522123116
TCGA-AC-A6IW_tumor	0.308413131	0.149844925	0	0.188615571	0.301462632	0.115265327	1.063601586	4.689661734
TCGA-AC-A6IX_tumor	0.348077117	0.150972916	0	0.191232864	0.384980936	0.513307915	1.588571748	4.231435833
TCGA-AC-A6NO_tumor	0.308671523	1.049483178	0.760103625	0.455290496	0.891289023	0.733094867	4.197932712	4.768387515
TCGA-AC-A7VB_tumor	0.276965076	0.55088658	0.132177474	0.435230834	0.556973725	1.150470317	3.102704006	5.948623034
TCGA-AC-A7VC_tumor	0.18832119	0.18832119	0	0	0	0	0.37664238	3.821443328
TCGA-AC-A8OP_tumor	0.720577735	0.842296947	0.915328474	1.806313106	0.988360001	0.740052809	6.012929072	5.422038434
TCGA-AC-A8OQ_tumor	0.344783569	0.726662448	0.662070231	1.41295476	1.25551123	0.746847516	5.148829754	4.49453233
TCGA-AC-A8OR_tumor	0.21378446	0.224473683	0	0.21378446	0.673421048	0.395501251	1.720964902	5.072247776
TCGA-AC-A8OS_tumor	0.608144813	0.600851909	0.559815424	1.776105051	1.047136765	1.361277794	5.953331756	4.946575457
TCGA-AN-A03X_tumor	0	0	0	0	0	0	0	5.298873699
TCGA-AN-A03Y_tumor	0.328583174	0.312316681	0.315569979	0.728738922	0.728738922	0.810071391	3.224019069	5.685854789
TCGA-AN-A041_tumor	0.240483801	0.234471824	0.215854168	0.185994923	0.178079867	0.626247531	1.681132114	4.293878838
TCGA-AN-A046_tumor	0.770018751	0.530730056	0.138445077	0.239288696	0.58288272	0.659577815	2.920943115	3.539115297
TCGA-AN-A049_tumor	1.459836275	1.749322222	0.723714867	1.215840977	2.018130601	1.778270816	8.945115758	5.012934809
TCGA-AN-A04A_tumor	0.123012466	0	0	0.42234239	0.412091761	0.127568848	1.085015465	4.263221719
TCGA-AN-A04C_tumor	0.420840135	0.288407925	0.341380809	0.800479139	0.203062723	0.138318086	2.192488817	1.411467381
TCGA-AN-A04D_tumor	0.198513697	0.254571664	0.149604526	0.281946991	0.7969318	0.736514588	2.418083266	4.122481811
TCGA-AN-A0AJ_tumor	0.108816631	0.144182037	0.163224947	0.1550637	0.217633263	0.184988273	0.973908851	4.155987949
TCGA-AN-A0AK_tumor	0	0	0	0	0	0	0	2.833606724
TCGA-AN-A0AL_tumor	0	0.270778688	0.150432604	0.199323201	0	0	0.620534493	3.740688638
TCGA-AN-A0AM_tumor	0.118614844	0.246125802	0.118614844	0.269848771	0.326190822	0.311363966	1.390759049	3.437448344
TCGA-AN-A0AR_tumor	0.179839002	0.185833636	0.20210427	0.18483493	0.356680688	0.215806803	1.325099329	4.436767716
TCGA-AN-A0AS_tumor	0	0.717856505	0.152735427	0.152735427	0.45820628	0.584213007	2.065746646	4.342082484
TCGA-AN-A0AT_tumor	0.594478582	0.536608985	0.77597868	0.739152573	0.731261264	0.760196063	4.137676147	4.931263227
TCGA-AN-A0FD_tumor	0	0	0	0.162188667	0.162188667	0.162188667	0.486566001	4.658081649
TCGA-AN-A0FF_tumor	0.294068763	0.367585954	0.374937673	0.268121606	0.257310168	0.532999633	2.095023797	5.365557053
TCGA-AN-A0FJ_tumor	0.369983956	0.550571363	0.24665597	0.510930225	0.352365672	0.308319963	2.338827149	4.13711303
TCGA-AN-A0FK_tumor	0	0.138988549	0.138988549	0.138988549	0.597650763	0	1.01461641	4.154622567
TCGA-AN-A0FL_tumor	0.168853725	0	0.168853725	0.498118488	0.679636242	0.27016596	1.78562814	3.349470972
TCGA-AN-A0FN_tumor	0.232304857	0	0.117622712	0.117622712	0.417560629	0.446966307	1.332077217	3.768830334
TCGA-AN-A0FS_tumor	0.240961085	0.098351463	0.160172243	0.206538073	0.18686778	0.181950207	1.074840851	5.468500592
TCGA-AN-A0FT_tumor	0.144510389	0.289020778	0	0	0	0.523850161	0.957381328	3.589004458
TCGA-AN-A0FV_tumor	0.136261435	0	0	0	0.136261435	0.444642865	0.717165735	2.83947628
TCGA-AN-A0FW_tumor	0.187439115	0	0.108517554	0.108517554	0.108517554	0	0.512991777	3.40849343
TCGA-AN-A0FX_tumor	0.186999557	0.678627424	0.738949861	1.097868366	0.714820886	0.693708033	4.110974127	3.946357308
TCGA-AN-A0FY_tumor	0.231784499	0.710979418	0.73181398	0.825569508	0.752648542	0.671914615	3.924710562	5.088317493
TCGA-AN-A0FZ_tumor	0.346955934	0.273788356	0.217142489	0.232393445	0.608943068	0.696272113	2.375495405	2.87568701
TCGA-AN-A0G0_tumor	0.214232737	0.113417265	0.129620055	0.184303055	0.357264384	0.504706828	1.503544324	2.744643603
TCGA-AN-A0XL_tumor	0.348267915	0.205964896	0.239668243	0.513039832	0.359502364	0.722749545	2.389192795	5.247886777
TCGA-AN-A0XN_tumor	0.937774178	1.113059072	0.460122845	0.915863567	1.086766338	0.679228961	5.192814961	4.883413886
TCGA-AN-A0XO_tumor	0.156666887	0.177555806	0.355111611	0.480445121	0.313333775	0.738945485	2.222058685	4.724831932
TCGA-AN-A0XP_tumor	0.162967654	0.359470328	0.563494028	0.906771999	0.79666397	0.900295056	3.689663035	5.458907219
TCGA-AN-A0XR_tumor	0.518833136	0.730517056	0.971255631	2.050428555	0.336203872	0.444121165	5.051359415	5.879852501
TCGA-AN-A0XS_tumor	0.329249191	1.089055017	0.51603479	0.56985437	0.66166424	0.563522654	3.729380262	5.288366474
TCGA-AN-A0XT_tumor	0.325793977	0	0	0.162896989	0.521270364	0.667877654	1.677838984	5.352801354
TCGA-AN-A0XU_tumor	1.16711488	0.449387724	1.079823739	1.157415864	1.577706541	1.648832656	7.080281404	4.11651395
TCGA-AN-A0XV_tumor	0.2384657	0.362736557	0.248541715	0.22167234	0.307077991	0.335867183	1.714361486	5.036221201
TCGA-AN-A0XW_tumor	0.309472356	0.197627545	0.267177444	0.361050601	1.173414452	0.418320447	2.727062845	3.261511461
TCGA-AO-A03L_tumor	0	0.194493044	0	0.129662029	0.369536783	0.499198812	1.192890668	4.076265326
TCGA-AO-A03M_tumor	0.180929747	0.099139587	0.143752402	0.23297803	0.401515329	0.297418762	1.355733857	4.168121687
TCGA-AO-A03N_tumor	0.360242941	0	0	0	0	0	0.360242941	2.734121135
TCGA-AO-A03O_tumor	0.176158488	0.572515087	0.29946943	0.805925084	0.20132449	0.502051691	2.55744427	5.572322652
TCGA-AO-A03P_tumor	0.117457473	0.478639202	0.219459891	0.352372418	0.302452992	0.698871963	2.169253939	5.036994019
TCGA-AO-A03R_tumor	0.769622272	0.23321887	0.501420571	0.489759628	0.651403627	0.34629504	2.991720008	4.544934707
TCGA-AO-A03T_tumor	0	0.391648474	0.522197965	0.735428801	0	0.461274869	2.110550109	4.547910968
TCGA-AO-A03U_tumor	0.104392736	0.104392736	0.14913233	0.208785471	0.197986043	0.141675557	0.906364873	2.747615638
TCGA-AO-A03V_tumor	0.235314509	0.149032274	0.290612934	0.223548411	0.517887152	0.469451663	1.885846943	4.518978348
TCGA-AO-A0J2_tumor	0.219701296	0.109850648	0.162029706	0.109850648	0.236178894	0.236178894	1.073790086	2.347768232
TCGA-AO-A0J3_tumor	0.198418855	0.195378345	0.269892478	0.636299746	0.596696028	0.615177763	2.511863215	5.889234609
TCGA-AO-A0J4_tumor	0.093271448	0.228515048	0.125916455	0.610927985	0.547969758	0.582946551	2.189547245	3.825116824
TCGA-AO-A0J5_tumor	0.121410889	0.328821158	0.313644797	0.470467196	0.376879635	0.424938112	2.036161787	5.234430529
TCGA-AO-A0J6_tumor	0.258985309	0.207188247	0.486892381	0.221576435	0.59566621	0.388477963	2.158786545	4.595498946
TCGA-AO-A0J7_tumor	0.136002935	0.360407778	0.136002935	0.136002935	0.319606897	0.146203155	1.234226635	5.196700691
TCGA-AO-A0J8_tumor	0.185763099	0.120004075	0.126882604	0.552312514	0.365720448	0.45528464	1.80596738	4.257370337
TCGA-AO-A0J9_tumor	0.25434799	0.330652387	0.211957082	0.473723131	0.855245116	0.25116864	2.377094346	3.767835444
TCGA-AO-A0JA_tumor	0	0	0	0.13718177	0	0.13718177	0.27436354	4.181880573
TCGA-AO-A0JB_tumor	0	0.311483377	0.513947571	0.545095909	0	0	1.370526857	3.778332642
TCGA-AO-A0JC_tumor	0.363183837	0.797665556	0.808847784	1.886069026	0.890850785	1.453689566	6.200306554	4.098377271
TCGA-AO-A0JD_tumor	0.173326277	0.341241945	0.424472516	0.424472516	0.923227722	0.537665187	2.824406163	4.828999281
TCGA-AO-A0JE_tumor	0	0.406648266	0.186093274	0.141676256	0.441109984	0.344617175	1.520144955	3.126993847
TCGA-AO-A0JF_tumor	0.194756866	0	0.146986314	0.437284284	0.286623312	0	1.065650776	3.866630934
TCGA-AO-A0JG_tumor	0.23803514	0.182331301	0	0.244936351	0.395566192	0.464017867	1.524886851	4.546074721
TCGA-AO-A0JI_tumor	0.154992228	0	0.154992228	0.154992228	0.201489897	0.154992228	0.821458809	6.239876861
TCGA-AO-A0JJ_tumor	0.358697046	0	0	0	0.631206812	0.278986436	1.268890294	5.515854483
TCGA-AO-A0JL_tumor	0.465891019	1.108820625	0.684859798	1.565393824	1.570052734	2.660237718	8.055255718	4.170226111
TCGA-AO-A0JM_tumor	0	0	0	0	0	0.640921683	0.640921683	3.655850529
TCGA-AO-A124_tumor	0.126858242	0.142081231	0.304459782	0.228344836	0.312071276	0.641902706	1.755718073	3.967398449
TCGA-AO-A125_tumor	0.347315696	1.895629595	0.759550214	2.148813	1.437951902	0.850436565	7.439696972	5.923751351
TCGA-AO-A126_tumor	0.133103749	0.575478051	0.399311247	0.569018526	0.432587184	0	2.109498757	5.438757201
TCGA-AO-A128_tumor	0.476002261	0.399313008	0.111655322	0.571202714	0.438979863	0.528891402	2.52604457	3.99139691
TCGA-AO-A129_tumor	0.640956311	0.813912775	0.227217316	0.949564905	1.376869112	1.173390918	5.181911337	4.929200279
TCGA-AO-A12A_tumor	0.279421132	0.603013503	0.553040008	0.476413983	0.992806762	0.809570615	3.714266003	4.331747468
TCGA-AO-A12B_tumor	0	0.16204628	0.16204628	0.16204628	0.486138841	0.968226524	1.940504205	6.516751614
TCGA-AO-A12C_tumor	0.143773801	0.276764568	0.384594919	0.179717252	0.457805976	0.50680265	1.949459166	5.018244894
TCGA-AO-A12D_tumor	0.267584999	0.333073433	0.1727923	0.267233336	0.422151211	0.631290344	2.094125623	2.57027257
TCGA-AO-A12E_tumor	0	0.110914115	0.110914115	0.110914115	0.754215984	0.110914115	1.197872444	5.110365864
TCGA-AO-A12F_tumor	0.188010395	1.537439844	1.20690544	1.422207667	1.152321777	1.379753706	6.886638829	4.291059927
TCGA-AO-A12G_tumor	0	0.145111458	0	0	0.145111458	0.145111458	0.435334374	4.764015572
TCGA-AO-A12H_tumor	0.119009029	0.252894187	0.148761286	0.446283859	0.119009029	0.288596895	1.374554285	5.246687532
TCGA-AO-A1KO_tumor	0.152416887	0.197874556	0.232636302	0.826259969	0.483990467	0.617689491	2.510867672	3.636921268
TCGA-AO-A1KP_tumor	0.428304625	0.431198575	0.283607116	0.52380498	0.601941635	0.436986475	2.705843406	4.547141033
TCGA-AO-A1KQ_tumor	0.315969321	0.302618505	0.178010885	0.453927757	0.474696287	0.422775852	2.147998607	4.561766702
TCGA-AO-A1KR_tumor	0.755604823	0	0	0.207791534	0	1.096100343	2.0594967	4.04250759
TCGA-AO-A1KS_tumor	0.534369474	0.717496091	0.220151817	0.726988654	0.41128437	0.798552135	3.408842541	4.442694431
TCGA-AO-A1KT_tumor	0.169000326	0	0.126750245	0.112666884	0	0.278850539	0.687267994	4.366591363
TCGA-AQ-A04H_tumor	0.368544109	0.552816163	0.564704683	0.639007931	0.65684071	0.469596526	3.251510122	6.175322061
TCGA-AQ-A04J_tumor	0.603221366	0.629575698	0.790629946	1.49341212	1.159590587	0.172767284	4.849197001	3.809703449
TCGA-AQ-A04L_tumor	0	0.158066476	0.218602573	0.319496068	0.531372409	0.871047176	2.098584702	3.515185122
TCGA-AQ-A0Y5_tumor	0.441979161	0.657586504	0.194782732	0.361516751	0.424770963	0.384370843	2.465006954	3.054902916
TCGA-AQ-A1H2_tumor	0.501005063	1.710685681	1.50561107	1.279769409	3.211104989	3.107269742	11.31544595	5.438043679
TCGA-AQ-A1H3_tumor	0.146812859	0.136688252	0.388137466	0.484483646	0.294544035	0.421170442	1.8718367	5.16238658
TCGA-AQ-A54N_tumor	0	0	0	0	0.393910627	0.489725402	0.883636029	3.797080493
TCGA-AQ-A54O_tumor	0	0	0	0	0	0	0	4.811944735
TCGA-AQ-A7U7_tumor	0.555229713	0.652115435	0.277784779	1.289325374	0.730369287	1.337768235	4.842592823	4.954820267
TCGA-AR-A0TP_tumor	0.360852528	0.234066505	0.202280273	0.203724984	0.360852528	0.562409796	1.924186614	3.395781248
TCGA-AR-A0TQ_tumor	0.483027318	0.249389104	0.299266925	0.49615306	0.178510096	0.349144746	2.055491249	3.390577227
TCGA-AR-A0TR_tumor	0.108863716	0.59875044	0.111585309	0.43001168	0.255829734	0.402795751	1.90783663	4.349630066
TCGA-AR-A0TS_tumor	1.045140284	1.739756596	1.305621401	2.858860654	2.543710661	1.553239253	11.04632885	5.631702488
TCGA-AR-A0TT_tumor	0.148480436	0.282112829	0.215296633	0.482561418	0.679297996	0.723842127	2.531591439	3.408481155
TCGA-AR-A0TU_tumor	0	0.728532451	0.791883099	1.048453224	0.70002466	1.152981793	4.421875227	4.987073092
TCGA-AR-A0TV_tumor	0.702278821	1.116794614	0.59265481	0.678298569	1.168180869	0.654318317	4.912526	6.538289544
TCGA-AR-A0TW_tumor	0	0.132737952	0.132737952	0.132737952	0.183490308	0.245565212	0.827269376	4.799213321
TCGA-AR-A0TX_tumor	0.166228772	0.192303874	0.302807547	0.459573665	0.332457545	0.312901218	1.766272621	3.485437143
TCGA-AR-A0TY_tumor	0	0.246946063	0.232614759	0.533042112	0.385476782	0.361384483	1.759464199	4.422449352
TCGA-AR-A0TZ_tumor	0.220248812	0.467121107	0.319481794	0.379989709	0.464700791	0.295278627	2.14682084	5.266566703
TCGA-AR-A0U0_tumor	0	0.525584381	0.216947453	0.912675493	0.81916366	0.512444847	2.986815834	3.945875515
TCGA-AR-A0U2_tumor	0.145288811	0.452246534	0.41770533	0.971618921	0.393490529	0.447973833	2.828323958	3.063250101
TCGA-AR-A0U3_tumor	0	0.280850173	0.664245787	0.346164932	0.235131252	0.27040094	1.796793084	3.640768111
TCGA-AR-A0U4_tumor	0.338553884	0.960945874	0.683947241	1.494424722	1.740645729	1.764583882	6.983101332	5.508088861
TCGA-AR-A1AH_tumor	0.311399274	0.278271692	0.198765494	0.380967197	0.235205835	0.314712032	1.719321524	4.217679744
TCGA-AR-A1AI_tumor	0.367512816	0.324276014	0.367512816	0.484869849	0.386042874	0.478693163	2.408907532	4.196699371
TCGA-AR-A1AJ_tumor	0.75239571	0.596458775	0.401537607	0.526287155	0.311873869	0.498998191	3.087551307	4.369600385
TCGA-AR-A1AK_tumor	0.220096907	0.419814471	0.293462543	0.309766017	0.578773348	0.937449789	2.759363075	6.576982447
TCGA-AR-A1AL_tumor	0.12938232	0.279745277	0.326690358	0.365505054	0.983305631	1.193551901	3.278180541	4.166689944
TCGA-AR-A1AM_tumor	0.262039629	0.276597386	0.331188976	0.25840019	0.316631219	0.262039629	1.706897029	5.078993601
TCGA-AR-A1AN_tumor	0	0	0	0	0.344632526	0.128834589	0.473467115	4.067994898
TCGA-AR-A1AO_tumor	0.194745889	0.323416289	0.289534583	0.480504201	0.123206205	0.312121976	1.723529143	3.771500448
TCGA-AR-A1AP_tumor	0.173144804	0.323507216	1.346200855	0.947967805	0.701236458	0.484805453	3.976862591	4.364340903
TCGA-AR-A1AQ_tumor	0.323281139	0.293032233	0.175819	0.31477374	0.37007183	0.170147968	1.64712591	5.353087482
TCGA-AR-A1AR_tumor	0.444920015	0.236968269	0.316763706	0.61176502	0.771355895	1.134062428	3.515835333	3.010380558
TCGA-AR-A1AS_tumor	0	0.918706039	0.428134853	0.319222698	0.596331198	0.312181664	2.574576452	5.864193605
TCGA-AR-A1AT_tumor	0	0.186950371	0.305918108	0.373900741	0.205645408	0.504766001	1.577180629	4.736115367
TCGA-AR-A1AU_tumor	0.217995277	0.348089232	0.17228659	0.319960809	0.478183187	0.562568456	2.099083551	5.120858494
TCGA-AR-A1AV_tumor	0.114173587	0.219564941	0.353938119	0.593702651	0.159843021	0.382481515	1.823703834	4.416926634
TCGA-AR-A1AW_tumor	0.782442206	0.86317037	0.332227444	0.502998561	0.652035171	0.294968292	3.427842044	5.3906523
TCGA-AR-A1AX_tumor	0.35520133	0.467560934	0.782892727	0.569047028	0.804639747	0.467560934	3.4469027	4.34819344
TCGA-AR-A1AY_tumor	1.402196416	2.310608609	1.715052067	2.472690453	2.329455335	2.009060993	12.23906387	4.958486088
TCGA-AR-A24H_tumor	0.269630882	0.563552835	0.306067488	0.886624072	0.578127477	0.531974443	3.135977197	3.718033691
TCGA-AR-A24K_tumor	0.153122017	0.662692007	0.670222598	0.640100234	0.40163152	0.404141717	2.931910093	5.602915152
TCGA-AR-A24L_tumor	0.150340646	0.690547713	0.343999783	0.47905155	0.372029395	0.486695989	2.522665076	5.27768141
TCGA-AR-A24M_tumor	0.099289181	0.207088437	0.099289181	0.181202755	0.402121182	0.099289181	1.088279917	4.035521278
TCGA-AR-A24N_tumor	0.232330586	0.353898916	0.108060738	0.113602092	0.289062474	0.216121476	1.313076282	5.143708013
TCGA-AR-A24O_tumor	0.142005798	0.1237998	0.297119519	0.538529128	0.742798798	0.346639439	2.190892482	4.070708093
TCGA-AR-A24P_tumor	0.280062057	0.42145261	0.280062057	0.407857365	0.51118123	0.141390553	2.042005872	5.215634915
TCGA-AR-A24Q_tumor	0.12613216	0.16554846	0.182190547	0.249636566	0.265403086	0.204964759	1.193875578	3.306147756
TCGA-AR-A24R_tumor	0.112604652	0.180167443	0.202688373	0.160461629	0.32655349	0.532056979	1.514532566	4.196623974
TCGA-AR-A24S_tumor	0.109069157	0.278126351	0.365381676	0.488084478	0.624420925	0.706222792	2.571305379	5.183334988
TCGA-AR-A24T_tumor	0.279562586	0.866036271	0.635093265	0.340337061	0.322104718	0.174532138	2.617666039	5.360988648
TCGA-AR-A24U_tumor	0.145548851	0.606453544	0.324452646	0.724711985	0.206907394	0.606453544	2.614527964	3.726590991
TCGA-AR-A24V_tumor	0.349949868	0	0.136091615	0.224967772	0.258296331	0.394387946	1.363693532	4.472950623
TCGA-AR-A24W_tumor	0.162481005	0.314806947	0.135400837	0.335117072	0.663464103	0.460362847	2.071632811	3.843114448
TCGA-AR-A24X_tumor	0.196484804	0	0	0	0.622202535	0.712257416	1.530944755	4.626375309
TCGA-AR-A24Z_tumor	0.119137489	0.439750566	0.399974133	0.514883829	0.27622523	0.49278581	2.242757057	5.179385384
TCGA-AR-A250_tumor	0.151995856	0.103801744	0.280264709	0.28804984	0.220578706	0.285454796	1.330145651	3.163694959
TCGA-AR-A251_tumor	0.751832562	0.982574013	1.05948783	1.199855547	2.957336267	1.920922582	8.872008801	4.023568986
TCGA-AR-A252_tumor	0.106243478	0.786201735	0.167333477	0.571058692	0.337323042	0.106243478	2.074403902	3.821263717
TCGA-AR-A254_tumor	0.33207616	0.203774007	0.251572849	0.344654803	0.777360102	0.480504141	2.389942062	3.966908315
TCGA-AR-A255_tumor	0.456869966	0.943797167	0.724379354	0.988883019	1.082060447	1.079054723	5.275044676	5.122367411
TCGA-AR-A256_tumor	0.190342262	0.847973079	0.722347438	0.673810258	0.745188464	1.50179744	4.681458941	4.074189911
TCGA-AR-A2LE_tumor	0.490937161	0.599175275	0.545056218	1.039859026	1.360707721	0.71901033	4.754745731	5.599630023
TCGA-AR-A2LH_tumor	0	0.212577618	0.212577618	0.559787019	0.212577618	0.35075307	1.548272943	4.030739832
TCGA-AR-A2LJ_tumor	0	0	0	0	0.139101871	0.139101871	0.278203742	5.769267917
